x;y;o;e;m;t;s;owner
100;416;36;85;66;77;92;
105;416;78;2;85;39;72;
107;416;17;73;97;63;78;
112;416;75;76;79;96;89;
113;416;78;71;86;40;90;H.Mining Corp 19
118;416;15;77;86;86;91;H.Mining Corp 16
120;416;36;97;88;95;91;H.Mining Corp 16
135;416;0;0;0;0;80;
138;416;72;70;68;39;88;
141;416;79;32;66;67;84;
144;416;4;96;68;41;90;
145;416;64;81;82;74;80;
149;416;58;90;80;47;82;
150;416;78;86;97;84;88;
151;416;0;0;0;0;70;
154;416;79;66;73;41;88;
157;416;13;82;76;32;86;
160;416;74;78;73;23;86;
161;416;61;74;78;63;80;
162;416;89;72;68;25;98;H.Mining Corp 18
172;416;64;88;80;18;83;
173;416;57;83;77;64;93;
174;416;71;60;94;18;82;
176;416;92;83;83;92;80;
179;416;89;96;78;14;87;
184;416;59;99;61;11;98;
186;416;77;4;78;92;98;Мартышка
187;416;68;75;75;35;72;утюг
193;416;89;87;33;41;83;
194;416;78;87;1;87;80;
203;416;82;76;18;31;90;
375;416;89;21;66;15;87;
379;416;82;10;73;37;92;mamba
380;416;75;83;74;47;80;mamba
386;416;11;73;72;55;86;
397;416;71;66;73;31;83;
402;416;95;1;93;27;95;Древень
409;416;88;60;69;87;97;Mи5
410;416;71;86;92;79;90;Dima5_4
608;416;48;66;74;9;84;
611;416;74;73;77;39;75;Богратион
613;416;90;79;76;26;98;Zak
614;416;51;83;11;60;7;
615;416;2;81;90;84;4;
620;416;78;94;55;99;70;
621;416;62;77;1;57;68;
627;416;4;69;92;9;79;
628;416;75;84;99;94;85;Дельф
658;416;70;72;12;47;96;Tven
42;417;0;0;0;0;70;Червяк
50;417;85;92;77;53;86;
53;417;0;0;0;0;80;
64;417;84;73;82;85;81;
67;417;77;16;85;61;89;
71;417;82;96;75;82;84;
75;417;78;87;12;80;97;У. Чавес
81;417;79;93;88;11;82;
85;417;16;81;91;41;86;
99;417;79;79;79;24;94;Bim
100;417;55;73;68;91;91;
105;417;64;79;73;72;86;
108;417;10;68;85;32;82;
113;417;83;31;71;9;89;
135;417;0;0;0;0;80;
139;417;82;59;89;3;82;
142;417;34;63;75;41;85;
148;417;87;87;98;15;85;Мюллер
150;417;4;70;76;10;85;
157;417;84;76;87;97;88;
161;417;82;86;87;74;88;
163;417;80;2;91;24;83;
166;417;74;89;80;34;85;
170;417;67;74;81;81;94;
171;417;49;71;87;13;84;
177;417;70;37;82;22;84;
180;417;60;42;79;80;83;
183;417;78;4;74;48;89;
184;417;85;82;20;15;93;
186;417;98;49;75;26;82;
189;417;92;69;79;67;84;
190;417;75;50;79;78;92;
194;417;91;79;16;65;81;
195;417;75;4;90;69;92;
199;417;98;81;76;57;96;
200;417;87;74;59;78;83;
204;417;82;71;72;68;88;
399;417;16;82;73;48;94;
402;417;71;85;74;67;83;
403;417;66;17;84;54;85;Dima5_4
408;417;75;98;77;42;82;ЭХ-МА
409;417;88;61;75;35;86;Древень
410;417;88;92;67;92;86;ЭХ-МА
603;417;69;77;73;43;98;
604;417;93;57;90;10;96;ss18
608;417;85;70;87;50;87;ss18
613;417;7;76;91;15;88;
615;417;70;77;79;3;75;
618;417;72;76;71;33;82;
619;417;91;86;16;13;82;
621;417;86;99;80;26;82;Imho
623;417;76;71;94;63;87;Логр
625;417;12;92;97;35;86;ворчун
626;417;83;72;3;59;74;
627;417;0;0;0;0;0;sol
629;417;67;91;88;84;85;Логр
21;418;0;0;0;0;80;Горец
32;418;0;0;0;0;90;Червяк
50;418;97;69;76;97;90;
62;418;98;72;17;82;82;
71;418;75;73;78;57;83;
72;418;82;92;84;73;92;У. Чавес
75;418;65;75;80;41;90;
77;418;8;71;12;38;91;
80;418;82;40;63;21;94;
81;418;9;82;76;70;82;
82;418;1;82;46;17;82;
85;418;81;72;57;73;81;
93;418;75;78;79;41;97;
97;418;58;96;48;91;84;
101;418;68;97;76;63;97;H.Mining Corp 21
102;418;14;77;90;89;89;
103;418;24;76;82;60;85;
107;418;71;78;78;19;80;
108;418;75;71;85;48;98;H.Mining Corp 20
113;418;26;92;71;91;86;
116;418;87;62;84;25;96;H.Mining Corp 17
136;418;78;89;87;86;91;H.Mining Corp 19
149;418;92;87;75;26;97;Нейромантик
150;418;90;93;5;32;91;
153;418;74;76;75;55;99;H.Mining Corp 23
154;418;89;80;89;23;80;
155;418;92;70;87;72;80;
156;418;70;77;68;7;83;
159;418;74;40;87;21;80;
163;418;30;94;81;66;95;
164;418;83;75;75;63;91;
167;418;64;26;87;63;80;
168;418;23;80;39;59;87;
169;418;67;83;92;65;81;
170;418;76;4;68;83;86;
174;418;79;24;77;5;98;
175;418;8;88;73;3;81;
179;418;98;38;83;26;83;
191;418;74;11;89;23;85;
195;418;90;79;84;93;83;
197;418;67;20;80;55;85;
198;418;92;91;8;84;95;
199;418;99;84;35;32;80;
200;418;69;92;70;49;94;
205;418;65;70;2;52;82;
376;418;57;20;68;52;85;
377;418;28;86;77;38;99;mamba
378;418;93;68;78;12;95;
380;418;29;85;77;76;81;
381;418;75;2;72;30;80;
382;418;58;71;62;30;97;mamba
388;418;4;60;76;85;84;
401;418;80;34;71;60;87;
408;418;90;77;83;16;81;Древень
604;418;80;70;1;74;97;ss18
612;418;82;70;27;43;5;
613;418;80;89;9;80;85;
615;418;8;76;81;30;99;Zak
620;418;13;96;72;52;91;Ultra3
623;418;80;74;69;18;84;Grenader
624;418;85;75;96;45;80;Tulula
625;418;67;74;70;36;92;ворчун
627;418;67;70;73;26;79;ворчун
629;418;6;95;90;74;85;
631;418;71;21;43;78;90;
653;418;83;99;83;82;73;Имлах
654;418;82;86;5;69;89;Сэляви
656;418;81;86;71;23;94;Keks
33;419;0;0;0;0;90;Червяк
39;419;0;0;0;0;90;Червяк
65;419;99;86;70;33;80;
68;419;87;79;80;77;95;Червяк
70;419;73;51;81;11;86;
71;419;87;74;71;9;83;
72;419;75;9;86;75;86;
74;419;83;70;69;43;96;
75;419;87;89;73;66;87;
81;419;28;82;54;82;84;
87;419;78;87;73;94;89;
96;419;72;59;74;88;89;
101;419;65;76;80;79;80;
103;419;85;16;71;99;86;
106;419;87;74;67;41;82;
108;419;80;74;99;12;92;H.Mining Corp 21
109;419;81;74;92;86;81;
110;419;7;68;80;25;71;
115;419;56;77;86;7;92;U.A. Corporation
117;419;52;12;66;33;80;
119;419;94;73;67;18;97;H.Mining Corp 17
139;419;0;0;0;0;80;
148;419;68;79;75;92;91;
149;419;80;72;79;10;87;
150;419;87;81;92;29;81;Мюллер
157;419;76;72;79;48;85;
162;419;74;86;63;31;88;
163;419;81;85;83;51;80;
166;419;2;16;85;49;80;
167;419;11;9;71;16;82;
169;419;73;83;59;20;86;
170;419;29;71;76;86;86;
172;419;81;61;91;35;81;
173;419;45;69;80;98;95;
174;419;67;13;84;59;98;
177;419;99;30;8;15;80;
179;419;87;81;79;81;81;
188;419;72;77;86;33;84;утюг
189;419;83;79;31;79;81;
191;419;78;68;71;58;85;
193;419;65;1;3;86;96;
203;419;65;81;72;50;83;
204;419;79;72;33;44;96;
376;419;75;79;77;55;81;
378;419;78;13;70;89;99;
381;419;76;68;81;74;84;
390;419;70;45;91;64;90;роза
398;419;32;55;80;11;81;
403;419;87;80;73;79;87;
406;419;70;76;76;82;80;
407;419;82;83;17;13;84;Castor
410;419;82;69;2;23;87;Castor
607;419;36;73;85;63;74;
610;419;91;91;69;32;4;
617;419;78;75;61;25;69;
621;419;76;75;73;57;98;Ultra3
623;419;82;73;90;86;71;
627;419;76;78;75;43;72;Imho
628;419;82;98;13;24;82;Imho
631;419;3;94;86;56;92;
634;419;95;98;93;76;79;Гид
635;419;80;72;72;56;96;Логр
654;419;76;79;72;62;81;
655;419;71;84;36;5;80;
56;420;82;85;85;34;87;
59;420;74;68;10;83;82;
74;420;91;80;81;81;86;
75;420;78;91;64;97;85;
79;420;23;72;76;89;95;Бедный Йорик
80;420;1;89;76;78;99;
86;420;95;92;1;37;88;
97;420;32;75;71;62;88;
99;420;67;87;49;40;80;
107;420;78;91;83;74;88;
109;420;93;11;85;55;77;
110;420;70;98;68;74;77;
113;420;72;76;76;72;92;H.Mining Corp 19
114;420;79;82;72;9;97;H.Mining Corp 18
124;420;38;76;77;91;90;H.Mining Corp 19
135;420;0;0;0;0;80;
146;420;75;74;86;75;80;
148;420;87;84;91;85;89;
151;420;80;64;98;60;86;
153;420;79;88;67;25;81;
154;420;78;84;99;9;87;
155;420;2;75;77;82;81;
158;420;0;0;0;0;80;
163;420;79;80;73;35;85;
166;420;67;68;80;49;80;
172;420;11;5;82;91;87;
174;420;88;79;95;51;85;
177;420;91;95;74;66;81;
179;420;68;85;70;16;95;
180;420;82;84;18;21;82;
185;420;97;77;70;53;85;
190;420;90;90;13;80;80;
193;420;58;77;75;34;84;
194;420;78;62;70;32;84;
200;420;77;90;87;53;82;
361;420;94;90;90;28;83;
368;420;93;20;89;16;90;Симос
371;420;78;82;98;59;89;
372;420;87;3;85;96;86;
386;420;81;85;66;28;95;mamba
387;420;58;73;97;60;81;роза
388;420;73;85;57;14;86;
392;420;81;80;82;8;80;
394;420;67;95;79;87;84;роза
407;420;89;15;89;3;80;
409;420;96;80;16;91;81;
410;420;88;95;42;62;91;ЭХ-МА
411;420;71;92;2;21;82;
414;420;87;96;94;40;87;
603;420;0;0;0;0;0;
607;420;82;89;81;30;70;
617;420;76;92;92;14;21;
624;420;80;86;89;94;86;Валико
626;420;92;69;57;28;95;Grenader
627;420;84;19;78;76;77;
629;420;74;79;21;75;70;
630;420;19;70;55;62;78;
631;420;8;92;73;82;80;
634;420;77;85;65;83;80;
635;420;77;68;15;12;70;
653;420;70;80;83;24;96;Fix
654;420;87;83;77;42;77;
663;420;86;89;78;58;98;Сэляви
32;421;0;0;0;0;90;Червяк
54;421;0;0;0;0;80;
64;421;69;79;81;41;82;
65;421;91;75;84;41;82;
69;421;82;89;9;17;99;
76;421;90;86;73;46;98;JTAG-F
78;421;68;79;40;96;94;Почтовый Лось
79;421;78;67;68;17;83;
80;421;96;88;82;72;89;Бедный Йорик
87;421;76;81;78;66;89;
88;421;72;81;36;43;80;
92;421;86;75;80;31;96;H.Mining Corp 20
95;421;28;93;70;1;86;
98;421;15;85;71;56;98;H.Mining Corp 16
100;421;84;81;90;42;93;H.Mining Corp 16
102;421;95;78;89;30;92;H.Mining Corp 21
104;421;66;81;72;27;83;
106;421;78;45;68;61;91;H.Mining Corp 19
111;421;97;3;95;22;74;
113;421;76;90;71;40;87;
121;421;87;83;84;82;90;Zombie 600083
154;421;9;83;87;98;95;
157;421;79;67;80;83;80;
160;421;3;21;87;48;91;
163;421;71;9;67;62;93;
165;421;84;3;80;55;83;
169;421;10;86;77;87;82;
170;421;81;84;77;54;81;
180;421;70;70;72;60;95;
182;421;73;77;16;45;85;
183;421;87;73;67;68;83;
186;421;85;87;6;79;83;
188;421;74;89;78;58;96;
195;421;84;95;8;82;84;
198;421;75;76;82;40;86;
201;421;86;85;70;41;82;
202;421;0;0;0;0;80;
203;421;83;64;73;16;82;
355;421;78;84;69;70;94;
357;421;77;98;21;69;92;
365;421;88;86;75;50;86;
372;421;80;71;71;77;97;
375;421;68;5;96;26;95;mamba
381;421;83;82;67;58;87;
392;421;88;87;70;40;84;
395;421;86;71;81;51;95;роза
397;421;71;13;70;24;85;
398;421;88;19;85;24;88;
400;421;71;88;74;27;86;
401;421;75;86;97;35;97;Древень
411;421;92;87;17;66;89;
606;421;72;87;72;26;85;
618;421;76;74;84;49;97;Ultra3
628;421;65;97;78;50;80;Imho
630;421;75;72;81;10;86;Ultra1
634;421;60;78;92;80;90;Гид
650;421;70;80;73;40;73;
54;422;0;0;0;0;80;
56;422;98;92;37;39;83;
58;422;92;71;32;77;91;Червяк
60;422;81;36;80;55;80;
61;422;97;80;85;96;84;
63;422;65;77;90;68;87;
64;422;82;68;71;58;84;
66;422;93;75;79;52;88;
71;422;72;5;75;36;96;
73;422;67;78;55;56;97;JTAG-F
76;422;86;74;74;78;87;
91;422;72;90;94;38;86;
92;422;73;79;57;89;91;Бедный Йорик
97;422;50;64;76;96;85;
99;422;85;84;79;13;81;
102;422;23;82;78;94;88;
112;422;71;28;91;28;81;
113;422;90;78;78;76;84;
144;422;77;79;13;87;94;Хард Кор
145;422;16;69;96;2;87;
162;422;75;60;91;52;91;
169;422;96;89;68;3;81;
170;422;83;77;87;92;81;
172;422;83;67;72;99;87;
173;422;80;74;70;90;90;
174;422;88;70;72;47;97;
179;422;72;80;76;91;88;MSF-30
180;422;93;79;84;43;87;
181;422;74;64;78;91;83;
183;422;87;87;87;12;81;
184;422;68;78;91;29;82;
185;422;92;62;91;34;91;утюг
187;422;0;0;0;0;80;
191;422;92;68;98;45;80;
195;422;92;98;86;55;93;
197;422;92;69;80;10;83;
198;422;97;76;99;78;94;
200;422;93;21;5;16;81;
205;422;68;92;88;90;92;Мартышка
351;422;75;5;72;97;98;
372;422;98;78;61;3;90;Симос
373;422;72;64;83;72;89;
377;422;90;77;89;18;83;
378;422;42;83;98;60;83;
383;422;69;84;89;28;89;
386;422;83;74;98;49;89;mamba
396;422;5;77;80;30;81;
397;422;73;75;91;2;87;
398;422;87;39;89;34;87;
400;422;66;81;78;24;84;
404;422;70;4;1;57;95;
406;422;74;5;8;21;80;
410;422;68;9;59;96;90;
415;422;96;97;11;26;97;Castor
608;422;77;71;74;42;90;Ultra3
622;422;94;87;98;79;92;Ultra3
625;422;68;89;35;68;93;
627;422;64;64;82;91;84;
628;422;18;91;73;21;87;Grenader
630;422;68;86;86;86;95;Логр
634;422;32;66;75;10;98;Fix
653;422;77;77;65;81;81;
51;423;0;0;0;0;80;
55;423;0;0;0;0;80;
56;423;93;34;76;67;84;
60;423;71;76;95;70;80;
61;423;88;73;87;84;94;Червяк
66;423;97;6;14;47;82;
67;423;82;82;73;39;93;JTAG-F
70;423;96;3;73;12;87;
71;423;87;69;88;72;87;
73;423;92;77;75;40;83;
74;423;85;79;73;47;88;
80;423;80;72;76;60;83;
81;423;84;73;25;25;87;
84;423;77;76;66;3;93;
86;423;81;77;74;44;82;
87;423;94;90;20;8;85;Bim
96;423;78;87;75;25;82;
97;423;87;88;79;63;84;
102;423;60;74;72;64;81;
142;423;0;0;0;0;80;
143;423;79;75;79;39;83;
150;423;13;82;74;76;80;
151;423;70;88;80;53;83;
154;423;83;68;85;36;88;
159;423;0;0;0;0;80;
162;423;0;0;0;0;80;
164;423;74;80;82;43;85;
165;423;75;2;80;17;82;
168;423;7;19;69;45;81;
171;423;16;75;68;34;99;
173;423;66;1;88;29;89;Близбор
178;423;77;71;78;87;83;
179;423;69;69;75;63;83;
180;423;81;70;75;30;83;
181;423;82;74;73;77;85;
188;423;98;17;29;47;91;
189;423;0;0;0;0;80;
191;423;0;0;0;0;80;
192;423;0;0;0;0;80;
199;423;91;65;76;46;82;
205;423;0;0;0;0;80;
367;423;69;1;68;92;90;
369;423;76;2;77;36;89;
372;423;81;74;60;71;83;
373;423;57;7;81;80;80;
375;423;77;87;80;14;82;
377;423;74;80;95;86;98;Urist
378;423;77;17;84;6;96;
380;423;83;85;85;13;89;
383;423;77;93;83;44;93;роза
384;423;71;74;16;58;91;
386;423;9;92;87;15;97;
387;423;78;81;63;81;96;
388;423;8;73;80;57;83;
390;423;64;50;89;84;82;
392;423;80;71;71;72;96;роза
402;423;83;84;83;77;81;Urist
408;423;93;18;70;35;91;Древень
410;423;76;76;71;25;83;Древень
411;423;82;20;69;84;84;
413;423;75;74;74;26;81;Castor
414;423;77;85;6;7;84;
610;423;87;97;83;13;81;
611;423;72;98;20;7;84;
616;423;25;81;67;79;92;е2
625;423;74;96;90;59;87;Логр
629;423;74;66;98;69;90;е2
635;423;34;93;82;75;96;Вермут
649;423;77;72;74;22;98;Keks
650;423;0;0;0;0;70;
658;423;66;81;84;65;84;Магор
659;423;75;50;68;83;81;
660;423;12;72;67;24;88;GranDin
74;424;79;90;1;43;92;
78;424;79;84;77;56;83;JTAG-F
79;424;5;94;70;11;99;
82;424;88;86;49;49;87;
83;424;87;73;88;83;81;Бедный Йорик
84;424;86;69;91;31;95;
85;424;62;56;85;64;81;
93;424;78;96;44;26;82;
96;424;73;75;86;65;99;H.Mining Corp 16
101;424;68;77;80;5;84;
102;424;85;71;71;22;86;
136;424;0;0;0;0;80;
138;424;70;97;73;97;92;Хард Кор
144;424;76;81;61;39;84;
157;424;95;83;79;26;92;Нейромантик
165;424;66;71;83;71;82;
178;424;92;84;10;38;88;
179;424;87;93;23;21;89;
188;424;81;10;44;31;99;
194;424;0;0;0;0;80;
197;424;0;0;0;0;80;
199;424;0;0;0;0;70;
200;424;84;89;86;18;91;
204;424;71;90;38;65;97;
205;424;0;0;0;0;80;
359;424;82;75;80;71;87;
374;424;75;81;67;38;86;
380;424;14;72;81;37;88;mamba
381;424;27;74;68;32;87;
384;424;73;82;87;61;82;
385;424;82;78;83;64;91;
386;424;83;85;78;31;96;mamba
388;424;74;73;91;58;93;роза
391;424;73;73;98;7;86;
394;424;73;90;72;74;80;
396;424;79;78;78;84;80;
406;424;72;10;68;21;90;Древень
408;424;78;10;68;29;97;Древень
410;424;75;76;72;53;80;
411;424;73;90;91;39;92;Древень
414;424;79;14;77;16;80;
415;424;81;12;99;47;93;Полидевк
624;424;51;66;81;53;92;Ultra3
626;424;82;70;1;13;83;Grenader
654;424;0;0;0;0;0;
655;424;79;79;76;34;73;GranDin
50;425;0;0;0;0;80;
62;425;74;13;66;96;85;
66;425;89;16;84;6;99;
69;425;83;74;89;73;91;Бедный Йорик
70;425;61;83;84;60;96;
71;425;0;0;0;0;80;
73;425;0;0;0;0;80;
76;425;0;0;0;0;80;
78;425;77;75;97;60;85;
79;425;87;79;8;66;83;
84;425;78;85;82;92;97;Бедный Йорик
86;425;98;78;44;61;87;
89;425;81;72;46;21;81;
91;425;78;71;83;35;83;
92;425;52;69;32;25;88;
100;425;94;7;5;98;89;
101;425;66;7;89;72;91;H.Mining Corp 19
103;425;87;14;87;90;81;
135;425;0;0;0;0;80;
148;425;75;61;70;44;83;
150;425;89;18;99;28;95;mrEllorian
158;425;0;0;0;0;80;
160;425;83;74;70;59;90;
163;425;0;0;0;0;80;
164;425;0;0;0;0;80;
166;425;82;88;9;82;93;
168;425;77;75;72;25;84;Фeдот
173;425;77;77;42;67;88;
174;425;73;12;75;5;80;
176;425;11;75;72;87;81;
177;425;9;69;74;85;87;
178;425;70;77;87;15;86;
180;425;94;68;83;83;91;
181;425;42;88;26;46;94;
197;425;0;0;0;0;60;
199;425;0;0;0;0;70;
205;425;82;90;99;33;97;
359;425;90;67;92;24;80;
363;425;84;71;75;38;82;
367;425;79;96;80;72;91;
372;425;82;77;73;37;88;
376;425;80;76;92;85;91;
377;425;68;61;75;3;84;
378;425;78;21;71;59;89;
382;425;77;77;69;83;85;
388;425;75;83;95;58;81;
397;425;67;69;74;40;97;
399;425;71;78;67;74;85;
408;425;5;75;99;51;82;
410;425;87;93;83;49;86;Флинт
622;425;58;39;95;14;92;Ultra1
652;425;79;76;64;19;78;Keks
663;425;88;80;77;43;88;
57;426;53;73;87;56;81;
78;426;71;15;15;28;86;
79;426;99;12;79;93;80;
84;426;85;76;79;84;80;Бедный Йорик
85;426;81;28;96;56;82;JTAG-F
89;426;68;89;48;69;84;Бедный Йорик
95;426;89;82;97;63;80;
96;426;75;23;89;52;81;
97;426;77;75;79;12;84;
98;426;97;85;94;47;80;
100;426;84;8;93;63;80;
137;426;0;0;0;0;80;
148;426;34;67;92;44;98;Виконт
149;426;93;83;73;89;84;
150;426;73;95;79;18;94;Нейромантик
165;426;0;0;0;0;80;
170;426;92;82;79;78;80;
177;426;66;83;28;55;80;
180;426;95;72;28;83;83;
183;426;0;0;0;0;80;
184;426;0;0;0;0;80;
187;426;4;85;33;13;99;
197;426;72;76;4;76;93;
198;426;83;89;87;45;96;
200;426;0;0;0;0;70;
365;426;71;90;76;51;92;
374;426;77;67;78;24;82;
376;426;86;75;66;28;85;
384;426;87;85;78;74;82;
387;426;69;86;82;27;81;
390;426;83;89;39;58;90;
393;426;99;73;74;62;92;Mr_Powers
397;426;64;91;79;65;80;
400;426;60;95;74;79;85;
402;426;70;92;82;9;80;
403;426;68;67;53;74;84;Mr_Powers
406;426;88;9;90;47;86;
407;426;7;83;71;83;81;Mr_Powers
408;426;75;6;98;40;89;Флинт
412;426;77;72;81;57;86;Флинт
604;426;83;3;76;74;82;Агроном
649;426;65;71;82;62;88;Магор
650;426;0;0;0;0;70;
58;427;60;90;70;17;82;
60;427;70;65;97;26;87;
62;427;11;91;72;19;94;
65;427;0;0;0;0;80;
75;427;0;0;0;0;80;
76;427;0;0;0;0;80;
77;427;39;83;74;57;99;JTAG-F
86;427;77;72;76;16;91;JTAG-D
91;427;95;88;81;17;90;JTAG-D
98;427;97;7;97;74;87;
116;427;94;75;18;74;95;H.Mining Corp 16
118;427;72;85;42;29;90;H.Mining Corp 17
128;427;0;0;0;0;90;
137;427;0;0;0;0;60;Pups
147;427;81;20;47;71;85;
149;427;0;0;0;0;80;
156;427;0;0;0;0;80;
158;427;0;0;0;0;80;
163;427;72;49;68;57;90;
166;427;0;0;0;0;80;
171;427;79;66;87;49;82;
172;427;88;76;77;28;90;Фeдот
180;427;73;75;67;15;83;
185;427;42;98;12;68;93;
188;427;84;89;86;44;91;
190;427;93;94;87;23;94;
192;427;17;72;89;39;91;
196;427;73;69;71;86;95;
356;427;79;82;12;43;83;
371;427;81;80;97;69;82;
393;427;83;87;73;49;83;
394;427;97;83;77;52;88;Mr_Powers
395;427;93;20;73;40;82;
402;427;67;75;92;80;93;
403;427;77;39;87;27;86;
406;427;72;64;79;15;83;
408;427;36;71;80;99;90;
413;427;78;83;78;39;88;
598;427;54;64;91;44;83;Hrusha
601;427;89;99;76;36;85;klaus
603;427;82;67;72;63;92;
605;427;93;81;4;66;80;
607;427;77;78;93;87;79;Агроном
608;427;77;81;76;24;79;
649;427;79;90;72;49;79;Марах
57;428;0;0;0;0;80;
59;428;22;70;81;29;85;
68;428;58;87;99;49;95;
75;428;0;0;0;0;80;
76;428;0;0;0;0;80;
82;428;75;14;79;18;80;
83;428;75;17;19;24;87;
88;428;97;70;72;27;95;JTAG-D
89;428;64;77;90;57;84;
98;428;72;64;78;42;90;
138;428;61;2;75;70;96;
151;428;83;93;77;28;88;
160;428;75;73;90;17;90;
161;428;95;36;90;8;94;Конь
169;428;0;0;0;0;80;
172;428;70;74;81;75;93;
176;428;77;94;76;60;92;
198;428;87;74;9;29;99;
199;428;67;97;79;73;94;
356;428;94;78;80;43;94;
360;428;73;80;77;20;81;
361;428;85;68;74;30;73;
362;428;71;73;80;66;87;
364;428;66;82;74;20;83;
365;428;72;93;78;62;74;
369;428;95;98;82;85;74;
370;428;7;69;78;84;75;
371;428;74;75;90;79;77;
373;428;73;60;83;36;81;
374;428;73;81;80;68;93;
378;428;74;75;85;10;70;
380;428;91;97;76;81;75;
386;428;72;76;57;94;86;
389;428;89;64;6;47;98;MaxV
390;428;90;3;76;69;97;Mr_Powers
391;428;65;98;82;69;80;
392;428;72;77;65;11;87;
398;428;95;51;7;60;96;
400;428;97;79;63;54;83;Mr_Powers
401;428;84;75;81;79;89;
402;428;12;59;78;59;83;Флинт
403;428;63;79;91;93;82;
408;428;91;50;95;91;82;
409;428;3;77;82;21;83;
410;428;78;6;79;79;92;
415;428;70;87;67;37;86;
598;428;5;77;90;31;96;gopher OB
601;428;85;73;76;60;89;Подкаблучник
605;428;79;78;77;50;84;
607;428;36;82;83;43;87;
608;428;71;72;77;85;72;Агроном
649;428;73;92;87;51;83;Марах
650;428;73;86;79;88;80;
658;428;72;83;85;51;95;Море Спокойствия
59;429;16;15;50;25;80;
62;429;68;71;83;88;86;
83;429;71;75;14;48;96;JTAG-F
87;429;76;84;74;15;88;
88;429;75;79;3;62;84;
89;429;67;73;87;58;95;JTAG-F
90;429;91;75;10;75;85;
91;429;93;72;63;66;87;Ли Си Цин
98;429;77;68;22;69;98;Pups
99;429;55;72;76;67;84;
109;429;80;78;15;40;86;
111;429;99;67;83;65;99;
132;429;0;0;0;0;90;Мерзость
146;429;74;87;71;38;90;Виконт
148;429;0;0;0;0;70;
165;429;72;92;2;45;90;
170;429;77;60;80;80;94;
171;429;74;86;77;43;96;Близбор
173;429;0;0;0;0;80;
174;429;0;0;0;0;80;
175;429;86;44;86;65;90;
188;429;75;88;95;22;95;
198;429;95;80;66;37;92;
199;429;52;74;94;11;98;
354;429;40;91;73;58;88;
357;429;86;77;92;14;71;
359;429;58;91;19;10;73;
361;429;20;95;77;52;84;
362;429;76;99;85;83;81;
363;429;56;87;31;39;73;
365;429;88;83;74;32;81;
369;429;99;70;21;31;80;
371;429;39;90;75;19;79;
373;429;69;83;72;69;78;
374;429;35;82;77;89;77;
376;429;79;75;82;65;84;
381;429;57;68;87;80;84;
382;429;74;76;81;28;84;
384;429;87;71;9;21;71;
386;429;70;72;72;38;77;MaxV
391;429;71;29;65;28;85;
392;429;86;89;95;92;81;Mr_Powers
393;429;75;70;87;16;80;
398;429;71;69;74;57;83;
400;429;81;63;71;96;80;Mr_Powers
408;429;71;51;69;54;99;Флинт
410;429;83;75;75;73;86;
411;429;83;81;89;51;94;Флинт
412;429;82;79;70;75;91;
413;429;83;17;76;61;85;
593;429;78;76;71;49;98;Беовульф
594;429;68;10;73;11;81;
603;429;91;78;4;33;75;
605;429;58;35;80;59;84;
607;429;77;2;65;60;78;
609;429;87;3;69;72;74;
616;429;72;83;74;93;93;Ноб
662;429;0;0;0;0;0;
663;429;0;0;0;0;0;
664;429;76;52;12;57;86;
667;429;70;88;14;49;94;Пух
45;430;0;0;0;0;90;Червяк
50;430;75;85;71;74;93;
54;430;14;84;76;35;89;
55;430;88;99;87;92;99;Червяк
61;430;60;72;87;85;93;Червяк
67;430;78;75;65;86;90;Почтовый Лось
74;430;68;85;72;69;91;Бедный Йорик
75;430;72;9;84;65;94;
77;430;0;0;0;0;80;
78;430;76;69;74;14;96;JTAG-D
82;430;85;90;69;55;94;JTAG-F
86;430;83;76;70;86;82;Бедный Йорик
93;430;97;17;77;9;99;
96;430;60;79;8;59;83;
98;430;98;4;74;86;85;
176;430;0;0;0;0;80;
189;430;72;97;78;58;96;
190;430;76;87;24;60;97;
193;430;1;77;97;59;97;
194;430;81;82;85;48;91;
195;430;80;42;73;24;92;
198;430;2;44;79;88;92;
202;430;85;4;72;84;90;
204;430;87;75;72;67;93;
357;430;74;97;80;27;77;
358;430;81;96;82;72;82;
360;430;74;78;69;71;77;
361;430;74;76;77;27;80;
363;430;35;74;77;29;78;
364;430;1;88;72;60;70;
365;430;83;99;75;9;78;
367;430;82;79;71;61;83;
369;430;40;48;29;88;74;
370;430;67;82;70;62;75;
371;430;98;74;78;39;81;
372;430;72;79;59;10;81;
373;430;33;52;2;43;74;
377;430;83;69;16;3;80;
381;430;17;83;68;86;78;
385;430;78;7;89;36;77;
389;430;69;79;8;82;85;
390;430;62;4;74;44;82;
392;430;74;93;76;8;82;
394;430;78;69;86;35;88;
396;430;79;1;42;89;88;
404;430;7;91;90;8;84;
408;430;52;27;79;77;82;
409;430;71;87;76;22;82;
411;430;91;44;85;88;92;Древний 01
412;430;70;73;66;89;98;Древний 01
596;430;60;68;82;33;84;
597;430;76;1;98;19;92;ворчун
598;430;87;88;93;37;97;ДерсуУзала
600;430;1;64;77;62;81;
601;430;69;83;12;44;92;klaus
614;430;46;91;15;94;81;
666;430;0;0;0;0;0;
667;430;82;95;80;22;80;Keks
668;430;66;71;75;59;83;
52;431;0;0;0;0;80;
53;431;81;91;87;6;82;
56;431;40;90;92;94;89;
58;431;77;78;67;16;81;
59;431;67;95;81;29;83;
