x;y;o;e;m;t;s;
324;430;79;78;40;13;90;
325;430;0;0;0;0;0;
334;430;83;72;5;31;93;
336;430;75;97;74;85;81;
340;430;77;73;79;66;72;
343;430;91;69;72;21;90;
346;430;93;81;65;29;6;
347;430;15;80;80;35;94;
349;430;67;75;81;51;94;
357;430;74;97;80;27;77;
358;430;81;96;82;72;82;
360;430;74;78;69;71;77;
361;430;74;76;77;27;80;
363;430;35;74;77;29;78;
364;430;1;88;72;60;70;
365;430;83;99;75;9;78;
367;430;82;79;71;61;83;
369;430;40;48;29;88;74;
370;430;67;82;70;62;75;
371;430;98;74;78;39;81;
372;430;72;79;59;10;81;
373;430;33;52;2;43;74;
377;430;83;69;16;3;80;
381;430;17;83;68;86;78;
385;430;78;7;89;36;77;
386;430;87;77;89;9;72;
388;430;90;88;85;44;79;
389;430;69;79;8;82;85;
390;430;62;4;74;44;82;
392;430;74;93;76;8;82;
394;430;78;69;86;35;88;
396;430;79;1;42;89;88;
404;430;7;91;90;8;84;
408;430;52;27;79;77;82;
409;430;71;87;76;22;82;
411;430;91;44;85;88;92;
412;430;70;73;66;89;98;
597;430;0;0;0;0;0;
598;430;0;0;0;0;0;
618;430;0;0;0;0;90;
629;430;84;57;75;67;88;
630;430;55;81;8;24;85;
631;430;0;0;0;0;70;
704;430;70;76;79;51;74;
737;430;75;70;76;58;71;
789;430;79;75;75;97;76;
813;430;74;67;79;80;73;
842;430;76;77;74;76;76;
856;430;77;75;67;73;70;
935;430;72;78;72;35;77;
950;430;77;73;74;26;75;
961;430;76;78;79;23;78;
30;431;75;74;78;54;74;
36;431;77;69;73;50;73;
96;431;78;64;72;12;73;
195;431;78;75;79;22;71;
196;431;0;0;0;0;70;
243;431;0;0;0;0;80;
260;431;76;87;83;48;91;
268;431;93;83;76;54;86;
269;431;82;72;18;59;80;
282;431;46;3;94;68;85;
284;431;76;5;75;3;80;
286;431;76;83;87;41;81;
292;431;82;78;4;56;83;
293;431;85;93;67;52;81;
296;431;91;17;71;22;93;
298;431;76;97;99;60;95;
299;431;97;87;77;56;82;
300;431;87;78;60;63;81;
301;431;0;0;0;0;80;
302;431;0;0;0;0;0;
307;431;13;68;81;29;93;
312;431;0;0;0;0;70;
314;431;0;0;0;0;60;
318;431;87;75;83;79;99;
319;431;71;65;62;59;87;
320;431;2;77;79;70;86;
324;431;0;0;0;0;70;
329;431;84;75;83;71;82;
330;431;91;68;68;81;5;
334;431;34;81;82;41;86;
338;431;40;78;80;85;85;
339;431;65;78;74;35;80;
340;431;29;72;98;74;81;
341;431;73;84;3;22;11;
342;431;16;95;14;61;84;
344;431;61;81;80;74;93;
345;431;73;91;75;79;7;
346;431;97;81;87;80;80;
351;431;0;0;0;0;70;
352;431;0;0;0;0;70;
354;431;0;0;0;0;70;
355;431;0;0;0;0;80;
356;431;82;97;9;58;85;
360;431;76;76;71;90;75;
364;431;70;81;22;68;85;
366;431;73;94;34;92;84;
367;431;95;69;81;65;70;
368;431;98;85;81;21;93;
369;431;95;99;85;65;71;
370;431;4;68;85;32;88;
371;431;84;71;74;79;92;
372;431;76;74;70;29;75;
373;431;85;74;87;32;92;
376;431;72;75;80;29;72;
377;431;86;88;40;36;93;
378;431;72;83;32;96;83;
381;431;87;76;86;91;86;
382;431;77;89;72;3;99;
383;431;94;64;52;10;78;
384;431;89;78;81;66;70;
385;431;0;0;0;0;40;
388;431;75;66;20;98;80;
389;431;88;72;73;56;92;
391;431;77;81;4;79;73;
398;431;8;59;96;22;84;
400;431;86;86;76;71;91;
404;431;73;90;73;81;96;
405;431;92;71;85;51;95;
413;431;80;82;75;27;86;
631;431;35;82;1;64;70;
638;431;0;0;0;0;40;
700;431;77;60;74;43;70;
701;431;72;72;75;74;74;
855;431;73;76;73;22;75;
872;431;76;70;61;25;70;
920;431;78;75;78;63;72;
934;431;72;71;68;40;78;
958;431;77;61;75;75;77;
10;432;76;66;64;38;76;
197;432;0;0;0;0;70;
200;432;66;78;15;78;91;
242;432;0;0;0;0;50;
246;432;0;0;0;0;70;
250;432;13;86;94;14;95;
253;432;0;0;0;0;0;
256;432;68;75;45;30;82;
257;432;58;75;3;63;80;
266;432;97;75;79;38;81;
282;432;0;0;0;0;70;
283;432;71;85;68;41;80;
286;432;85;92;74;73;88;
288;432;77;76;84;55;86;
295;432;74;82;59;65;88;
298;432;89;80;75;35;87;
302;432;0;0;0;0;80;
303;432;0;0;0;0;70;
306;432;0;0;0;0;60;
308;432;0;0;0;0;90;
309;432;0;0;0;0;80;
311;432;0;0;0;0;0;
315;432;0;0;0;0;90;
316;432;0;0;0;0;70;
328;432;46;74;81;10;5;
331;432;5;95;1;67;83;
334;432;0;0;0;0;70;
338;432;0;0;0;0;70;
345;432;88;95;75;86;72;
346;432;23;93;75;67;81;
347;432;72;81;72;49;92;
355;432;87;81;89;74;72;
356;432;90;72;96;87;88;
357;432;77;84;88;66;77;
358;432;87;71;84;65;88;
359;432;21;79;65;18;73;
360;432;67;90;89;47;71;
361;432;78;90;56;48;73;
362;432;92;95;95;64;71;
363;432;50;82;96;51;91;
364;432;79;81;83;64;85;
365;432;26;79;10;55;79;
367;432;76;93;79;30;92;
369;432;58;91;68;11;86;
370;432;6;85;89;23;79;
371;432;89;76;74;43;71;
372;432;0;0;0;0;70;
373;432;2;81;95;27;72;
375;432;21;75;83;60;81;
376;432;82;58;78;33;76;
378;432;51;70;71;60;93;
379;432;71;71;73;35;83;
380;432;77;75;80;70;6;
382;432;0;0;0;0;80;
383;432;96;84;85;26;87;
386;432;70;29;84;54;87;
388;432;78;88;74;85;75;
389;432;73;79;69;19;85;
394;432;94;40;87;61;90;
395;432;76;75;8;66;82;
399;432;78;71;75;27;73;
402;432;16;85;69;66;87;
403;432;3;62;72;85;87;
404;432;83;63;87;56;86;
409;432;82;77;94;53;91;
410;432;86;68;90;22;99;
414;432;85;64;83;11;86;
454;432;79;76;68;54;74;
628;432;0;0;0;0;60;
630;432;76;93;18;54;87;
631;432;9;76;79;85;91;
681;432;78;78;66;27;79;
700;432;71;73;79;27;70;
843;432;71;70;75;36;78;
860;432;70;73;79;23;79;
967;432;79;75;79;8;72;
992;432;76;77;64;62;79;
999;432;75;71;71;31;79;
78;433;79;69;68;95;73;
144;433;74;67;80;30;98;
199;433;0;0;0;0;70;
205;433;74;22;2;4;96;
263;433;81;89;68;74;96;
267;433;8;67;60;79;92;
281;433;86;77;1;96;84;
286;433;89;84;67;35;95;
288;433;87;3;71;89;84;
290;433;98;88;80;14;86;
296;433;84;81;8;19;81;
300;433;98;77;16;85;84;
304;433;0;0;0;0;70;
305;433;0;0;0;0;50;
306;433;0;0;0;0;80;
307;433;78;72;76;86;99;
308;433;0;0;0;0;80;
309;433;71;76;74;21;78;
315;433;76;78;72;9;94;
321;433;16;8;77;41;92;
324;433;0;0;0;0;0;
334;433;0;0;0;0;90;
335;433;86;99;22;11;86;
337;433;96;86;71;56;84;
344;433;72;92;79;61;98;
345;433;31;96;18;72;83;
346;433;68;57;68;22;75;
347;433;19;70;27;76;78;
350;433;80;73;16;52;2;
352;433;73;83;79;17;96;
353;433;95;74;96;58;72;
355;433;69;80;91;25;82;
358;433;73;77;67;48;94;
359;433;28;96;23;36;86;
361;433;86;78;63;50;70;
363;433;70;76;79;10;72;
364;433;83;77;80;26;79;
365;433;80;92;88;42;70;
366;433;80;73;73;45;83;
367;433;98;79;82;42;91;
368;433;0;0;0;0;80;
372;433;98;81;91;90;94;
375;433;0;0;0;0;70;
376;433;90;80;78;70;78;
377;433;85;96;91;13;86;
378;433;78;67;79;68;81;
383;433;68;80;72;13;75;
386;433;0;0;0;0;80;
387;433;86;70;66;92;79;
389;433;89;71;89;86;96;
390;433;77;65;2;48;93;
393;433;68;93;74;48;86;
398;433;83;19;86;38;82;
407;433;85;65;81;10;95;
408;433;88;2;71;76;85;
409;433;76;82;81;19;80;
411;433;77;72;85;54;85;
475;433;69;75;71;4;77;
489;433;78;66;76;57;74;
692;433;78;66;72;11;71;
804;433;76;67;70;58;72;
853;433;71;72;73;67;76;
909;433;76;69;63;24;77;
946;433;73;79;69;69;73;
13;434;73;76;79;30;74;
97;434;70;74;65;46;76;
111;434;70;65;71;30;74;
226;434;70;76;79;10;78;
249;434;0;0;0;0;80;
257;434;78;83;13;77;95;
259;434;79;89;13;81;82;
262;434;14;89;69;72;81;
264;434;70;73;84;88;83;
265;434;0;0;0;0;80;
275;434;70;85;94;53;89;
278;434;78;78;75;62;87;
279;434;76;82;78;1;81;
282;434;87;10;4;46;80;
285;434;92;77;76;33;87;
288;434;85;9;84;60;97;
295;434;79;70;85;59;80;
296;434;86;71;73;86;81;
298;434;91;9;2;86;80;
301;434;0;0;0;0;80;
303;434;0;0;0;0;70;
308;434;0;0;0;0;70;
314;434;92;71;78;9;92;
320;434;61;82;67;87;90;
328;434;83;83;13;26;96;
333;434;59;66;78;82;73;
335;434;79;94;72;3;90;
337;434;64;78;72;77;86;
346;434;96;92;91;17;86;
347;434;73;74;62;52;71;
351;434;92;99;98;14;88;
352;434;51;96;73;57;79;
353;434;67;86;81;53;78;
354;434;9;40;90;99;81;
356;434;44;84;11;56;75;
357;434;76;70;73;27;79;
358;434;64;91;90;98;75;
359;434;0;0;0;0;10;
360;434;74;83;20;49;90;
362;434;77;75;70;28;87;
363;434;76;64;69;73;71;
364;434;74;84;67;83;75;
365;434;70;80;95;67;78;
366;434;0;0;0;0;70;
367;434;81;73;69;77;70;
368;434;69;92;84;34;88;
370;434;91;77;77;16;74;
372;434;86;85;73;21;87;
374;434;0;0;0;0;0;
376;434;78;88;6;34;71;
379;434;81;8;71;62;75;
380;434;80;6;88;89;76;
381;434;78;83;81;7;87;
382;434;34;75;88;31;79;
383;434;82;77;95;3;89;
386;434;91;3;92;87;74;
388;434;87;85;76;73;85;
389;434;88;69;23;36;80;
406;434;81;83;74;75;84;
407;434;69;82;73;48;80;
409;434;69;74;71;20;82;
415;434;77;85;91;26;97;
693;434;0;0;0;0;90;
720;434;70;79;78;93;75;
952;434;70;65;75;37;76;
969;434;77;71;69;32;72;
971;434;70;77;62;90;73;
974;434;77;67;72;65;78;
29;435;73;67;75;82;72;
75;435;73;64;75;92;79;
142;435;79;77;61;9;72;
153;435;77;66;72;74;72;
240;435;78;72;81;66;99;
250;435;0;0;0;0;60;
251;435;0;0;0;0;70;
255;435;81;91;84;47;99;
258;435;38;23;83;61;96;
262;435;0;0;0;0;10;
275;435;0;0;0;0;70;
277;435;97;96;75;42;91;
280;435;80;2;19;19;81;
281;435;78;87;85;74;82;
288;435;80;83;97;83;83;
291;435;80;75;77;96;96;
297;435;82;70;15;62;86;
299;435;66;66;22;82;80;
300;435;82;7;85;34;91;
303;435;0;0;0;0;50;
305;435;0;0;0;0;70;
311;435;78;77;64;62;90;
312;435;0;0;0;0;20;
315;435;0;0;0;0;80;
319;435;0;0;0;0;80;
323;435;78;76;73;33;72;
330;435;73;67;60;72;92;
331;435;8;69;74;80;86;
344;435;95;65;72;85;72;
345;435;77;85;89;39;89;
349;435;92;79;75;83;91;
350;435;76;91;19;88;82;
351;435;76;80;70;66;75;
352;435;81;76;68;55;83;
354;435;63;85;93;21;72;
355;435;62;72;76;27;25;
358;435;42;76;83;80;89;
359;435;62;79;73;60;99;
360;435;0;0;0;0;80;
361;435;1;64;69;30;76;
362;435;54;73;72;70;80;
363;435;6;82;15;19;94;
364;435;99;95;5;95;77;
365;435;68;94;16;32;75;
366;435;78;86;63;35;73;
367;435;87;95;76;63;95;
370;435;17;70;23;59;78;
372;435;83;96;54;38;78;
373;435;93;99;73;31;93;
375;435;63;70;13;32;70;
376;435;71;74;90;55;76;
378;435;82;72;88;22;88;
379;435;69;69;77;23;83;
380;435;72;73;67;25;92;
382;435;99;72;83;30;84;
383;435;91;83;69;20;70;
384;435;86;88;72;46;74;
385;435;0;0;0;0;80;
386;435;99;36;11;60;70;
387;435;0;0;0;0;90;
397;435;96;67;79;64;98;
404;435;87;80;79;48;94;
408;435;81;76;76;83;85;
411;435;75;79;89;73;97;
413;435;83;81;78;85;98;
490;435;76;77;78;88;71;
491;435;79;79;67;63;72;
601;435;72;79;75;28;76;
626;435;0;0;0;0;60;
662;435;76;69;76;61;73;
739;435;78;77;69;24;74;
792;435;78;77;61;88;78;
901;435;73;72;78;58;72;
905;435;74;75;72;77;75;
925;435;75;68;77;43;75;
28;436;77;77;75;18;78;
30;436;71;76;77;9;71;
71;436;70;71;61;66;72;
105;436;75;71;70;19;73;
110;436;68;71;78;28;74;
200;436;78;78;69;66;78;
218;436;79;76;70;19;73;
248;436;0;0;0;0;80;
255;436;0;0;0;0;80;
257;436;0;0;0;0;80;
260;436;80;72;79;19;97;
261;436;76;65;60;40;72;
275;436;74;74;74;41;73;
276;436;95;41;70;35;91;
277;436;96;84;79;87;91;
279;436;78;80;71;81;94;
281;436;81;99;72;77;80;
284;436;82;98;72;59;93;
288;436;76;42;80;16;85;
290;436;78;95;73;74;85;
291;436;97;19;80;56;88;
297;436;97;79;65;40;80;
299;436;0;0;0;0;10;
301;436;0;0;0;0;0;
303;436;0;0;0;0;80;
323;436;0;0;0;0;10;
334;436;79;81;79;69;81;
336;436;90;78;68;55;83;
339;436;93;74;27;19;81;
341;436;86;71;77;54;89;
347;436;79;76;76;19;79;
349;436;74;51;20;77;75;
350;436;69;65;87;73;85;
353;436;79;87;10;30;73;
355;436;77;93;44;72;81;
356;436;73;79;72;43;82;
358;436;88;73;54;40;70;
359;436;97;77;73;80;71;
360;436;90;78;68;45;81;
361;436;77;67;46;67;80;
362;436;3;85;65;57;75;
363;436;13;76;87;17;75;
364;436;10;77;83;21;86;
366;436;70;72;68;6;78;
369;436;73;93;96;43;77;
370;436;77;78;87;26;98;
371;436;78;73;68;41;96;
372;436;71;64;7;76;74;
373;436;87;74;91;13;78;
374;436;74;72;84;48;73;
375;436;84;71;93;57;72;
379;436;83;79;77;47;73;
380;436;94;13;10;38;77;
382;436;96;82;63;63;74;
383;436;88;10;25;75;75;
384;436;76;78;79;72;77;
389;436;86;89;9;13;71;
393;436;72;58;91;21;89;
396;436;75;26;89;94;92;
398;436;71;6;82;13;87;
401;436;86;89;81;18;89;
402;436;82;84;81;92;90;
412;436;78;62;87;76;86;
455;436;76;69;66;90;78;
541;436;79;77;69;72;78;
683;436;73;77;67;46;76;
718;436;77;73;66;85;75;
766;436;78;67;62;21;71;
769;436;74;76;75;78;76;
945;436;79;79;73;58;79;
960;436;72;71;67;9;74;
6;437;78;77;76;35;79;
28;437;72;74;78;56;71;
37;437;78;70;71;54;75;
143;437;71;78;65;54;75;
250;437;70;39;73;53;98;
252;437;0;0;0;0;60;
253;437;75;77;71;86;76;
258;437;83;81;78;74;83;
259;437;78;97;50;84;93;
260;437;69;96;71;44;82;
261;437;75;74;83;20;85;
262;437;41;85;5;13;87;
263;437;67;90;80;63;86;
264;437;69;73;89;38;83;
281;437;0;0;0;0;70;
285;437;74;30;56;33;93;
287;437;86;74;85;32;81;
290;437;84;91;1;20;90;
298;437;0;0;0;0;90;
304;437;0;0;0;0;10;
305;437;0;0;0;0;80;
307;437;0;0;0;0;0;
310;437;0;0;0;0;80;
313;437;0;0;0;0;80;
315;437;72;74;75;18;73;
316;437;74;71;68;90;76;
318;437;0;0;0;0;70;
324;437;0;0;0;0;80;
337;437;38;70;76;45;80;
341;437;65;77;93;63;93;
342;437;70;64;69;86;72;
343;437;2;92;84;4;75;
344;437;7;89;95;43;71;
345;437;78;71;97;39;99;
346;437;39;86;91;35;79;
347;437;27;72;77;10;81;
349;437;15;92;11;13;90;
350;437;85;79;75;13;85;
351;437;0;0;0;0;70;
352;437;84;89;78;73;82;
353;437;77;79;75;56;81;
355;437;82;79;30;48;92;
356;437;9;73;78;47;80;
357;437;9;85;3;90;80;
360;437;13;79;82;46;89;
361;437;83;82;28;38;71;
362;437;0;0;0;0;80;
363;437;0;0;0;0;80;
364;437;0;0;0;0;50;
366;437;94;77;69;42;76;
367;437;87;63;75;45;84;
368;437;75;75;15;22;88;
369;437;74;76;77;49;87;
370;437;91;67;72;80;93;
371;437;11;73;71;74;80;
372;437;78;71;87;49;70;
374;437;76;73;78;26;79;
376;437;74;79;73;57;73;
377;437;95;83;74;70;73;
378;437;98;23;99;84;75;
379;437;77;51;78;12;95;
382;437;71;80;68;81;83;
383;437;85;17;81;54;91;
384;437;85;65;99;36;73;
385;437;84;69;89;81;98;
386;437;89;68;6;21;71;
387;437;89;13;78;32;84;
388;437;73;74;14;91;75;
389;437;72;78;67;94;73;
393;437;82;74;89;75;92;
394;437;76;5;3;45;86;
395;437;85;90;77;90;92;
398;437;80;75;45;76;81;
399;437;82;67;85;31;96;
403;437;19;11;92;54;80;
404;437;45;74;89;75;96;
405;437;36;77;80;54;96;
411;437;74;9;80;26;80;
412;437;80;72;66;48;87;
414;437;67;72;76;24;91;
415;437;5;83;80;78;84;
445;437;77;76;70;66;71;
709;437;70;73;70;55;73;
719;437;71;65;77;46;74;
832;437;79;79;67;25;72;
834;437;71;71;74;75;73;
914;437;76;76;79;37;77;
241;438;31;60;72;38;98;
250;438;56;59;86;19;97;
252;438;0;0;0;0;70;
254;438;0;0;0;0;70;
255;438;0;0;0;0;90;
259;438;53;83;83;62;80;
260;438;74;21;72;32;97;
270;438;72;68;84;46;94;
272;438;71;82;78;35;94;
277;438;0;0;0;0;80;
283;438;0;0;0;0;80;
285;438;78;73;73;45;91;
287;438;0;0;0;0;70;
288;438;75;6;7;86;87;
290;438;92;69;78;79;98;
292;438;0;0;0;0;90;
294;438;0;0;0;0;70;
295;438;0;0;0;0;70;
296;438;75;71;77;34;92;
302;438;0;0;0;0;40;
303;438;79;76;75;22;75;
306;438;0;0;0;0;80;
311;438;0;0;0;0;70;
316;438;85;14;67;17;91;
321;438;98;12;66;65;94;
325;438;0;0;0;0;80;
330;438;88;90;3;88;91;
332;438;73;84;88;32;90;
342;438;61;69;76;89;71;
343;438;72;96;72;49;77;
346;438;89;96;89;53;9;
347;438;76;67;81;88;83;
348;438;79;95;9;56;79;
349;438;44;75;76;23;95;
350;438;86;50;79;67;90;
352;438;17;97;42;79;77;
353;438;74;87;78;26;73;
354;438;76;93;98;21;76;
355;438;78;77;16;83;81;
356;438;11;71;89;32;82;
359;438;12;67;86;2;73;
361;438;49;64;24;94;86;
362;438;73;82;7;40;80;
363;438;73;88;3;45;87;
368;438;87;77;95;46;70;
369;438;0;0;0;0;80;
371;438;0;0;0;0;60;
372;438;91;71;75;60;76;
374;438;0;0;0;0;60;
376;438;88;80;72;40;78;
377;438;75;79;16;63;71;
379;438;70;68;87;18;89;
380;438;0;0;0;0;50;
382;438;0;0;0;0;40;
383;438;0;0;0;0;70;
384;438;79;71;80;23;77;
385;438;0;0;0;0;70;
386;438;71;10;63;70;75;
387;438;0;0;0;0;90;
388;438;88;78;62;39;73;
389;438;0;0;0;0;70;
390;438;78;98;87;96;82;
391;438;82;87;64;9;81;
392;438;79;52;80;59;85;
395;438;76;87;2;41;96;
396;438;73;37;92;73;85;
398;438;91;75;74;74;87;
399;438;72;83;14;61;94;
404;438;83;72;80;32;83;
405;438;68;74;67;17;89;
406;438;74;77;91;62;87;
408;438;19;66;84;42;88;
409;438;78;16;73;42;92;
410;438;76;81;81;38;80;
411;438;73;63;77;56;94;
412;438;6;88;98;31;82;
482;438;70;74;72;50;78;
591;438;78;76;72;16;70;
687;438;76;78;70;68;77;
731;438;73;75;75;49;71;
802;438;78;79;75;85;76;
819;438;70;74;75;6;76;
921;438;73;74;77;35;73;
987;438;72;76;78;79;72;
9;439;78;69;72;25;75;
32;439;77;71;73;46;72;
105;439;77;77;64;25;77;
255;439;0;0;0;0;20;
262;439;84;77;1;6;90;
264;439;79;95;77;75;85;
266;439;73;71;70;42;81;
270;439;69;67;84;22;83;
275;439;0;0;0;0;60;
277;439;0;0;0;0;90;
286;439;0;0;0;0;70;
288;439;0;0;0;0;60;
291;439;71;75;89;61;95;
292;439;79;74;69;77;79;
302;439;0;0;0;0;70;
304;439;78;78;79;76;75;
313;439;0;0;0;0;80;
315;439;0;0;0;0;60;
321;439;0;0;0;0;50;
332;439;86;92;75;42;87;
333;439;79;94;10;87;96;
338;439;71;81;44;60;86;
341;439;83;67;78;87;75;
342;439;79;86;33;55;78;
344;439;78;49;76;86;82;
345;439;3;85;70;39;71;
346;439;66;75;64;27;74;
347;439;79;84;36;27;84;
348;439;18;96;73;72;96;
349;439;83;68;91;86;78;
351;439;30;84;75;67;73;
352;439;0;0;0;0;60;
353;439;4;70;67;9;80;
354;439;0;0;0;0;90;
356;439;72;85;68;64;73;
357;439;76;76;6;67;82;
360;439;70;88;85;97;73;
361;439;75;74;74;95;95;
362;439;0;0;0;0;20;
365;439;87;68;2;2;74;
366;439;81;75;37;22;96;
368;439;87;74;92;86;93;
371;439;0;0;0;0;70;
372;439;17;95;22;67;75;
373;439;72;91;85;42;79;
375;439;0;0;0;0;50;
376;439;87;70;79;84;82;
379;439;83;85;87;51;75;
380;439;95;81;68;35;77;
381;439;89;69;22;71;93;
386;439;65;86;70;92;73;
387;439;85;72;6;14;91;
388;439;79;85;10;38;90;
390;439;75;79;81;28;94;
393;439;79;93;88;74;80;
396;439;90;73;79;76;80;
397;439;73;84;77;66;99;
401;439;42;85;72;69;93;
402;439;76;69;76;26;87;
412;439;85;82;97;70;80;
414;439;78;73;78;47;82;
415;439;73;70;77;12;96;
662;439;76;74;76;41;73;
701;439;70;74;68;70;70;
708;439;79;73;69;70;70;
749;439;78;73;74;61;74;
891;439;75;71;73;39;76;
944;439;78;72;77;44;75;
972;439;78;65;79;38;79;
8;440;78;66;79;84;70;
216;440;78;74;69;13;78;
246;440;73;77;79;92;79;
248;440;77;75;64;56;76;
252;440;0;0;0;0;70;
255;440;0;0;0;0;70;
260;440;77;99;75;59;86;
261;440;74;71;76;83;77;
262;440;83;82;69;87;86;
266;440;74;78;75;27;75;
268;440;5;94;89;64;92;
270;440;72;67;87;30;83;
275;440;0;0;0;0;10;
279;440;0;0;0;0;10;
280;440;0;0;0;0;30;
284;440;82;73;83;77;98;
285;440;76;68;79;53;76;
286;440;0;0;0;0;30;
289;440;0;0;0;0;70;
296;440;0;0;0;0;70;
298;440;0;0;0;0;70;
302;440;0;0;0;0;0;
307;440;0;0;0;0;70;
313;440;0;0;0;0;70;
322;440;5;82;95;11;90;
331;440;81;96;92;1;82;
338;440;94;87;87;40;91;
341;440;44;65;68;20;86;
343;440;82;80;98;6;99;
344;440;6;81;71;42;91;
345;440;94;74;12;49;78;
346;440;82;42;87;58;76;
347;440;76;87;84;63;78;
350;440;0;0;0;0;70;
352;440;78;86;87;47;75;
353;440;81;82;66;49;72;
354;440;0;0;0;0;0;
356;440;10;78;3;87;80;
357;440;80;70;89;59;92;
358;440;0;0;0;0;50;
366;440;60;86;94;93;87;
368;440;0;0;0;0;80;
369;440;87;69;99;66;83;
372;440;68;73;11;70;87;
373;440;54;98;75;43;74;
374;440;65;80;73;28;75;
375;440;75;78;22;25;93;
377;440;90;83;3;42;78;
378;440;85;94;80;42;95;
379;440;81;83;55;40;84;
380;440;77;53;73;51;89;
381;440;79;68;69;14;78;
382;440;88;90;87;69;91;
384;440;78;98;19;51;70;
389;440;0;0;0;0;50;
390;440;79;70;71;97;88;
391;440;68;81;74;81;82;
392;440;69;88;13;81;89;
401;440;85;81;87;81;88;
404;440;77;87;96;86;85;
405;440;83;76;86;9;88;
406;440;18;55;80;60;83;
407;440;70;74;78;86;83;
408;440;56;70;79;30;81;
410;440;39;41;98;6;80;
582;440;67;68;77;33;71;
817;440;74;77;79;4;71;
891;440;73;77;77;13;76;
2;441;73;74;79;41;72;
61;441;66;75;73;1;77;
244;441;79;53;69;58;92;
248;441;79;77;97;3;98;
249;441;20;76;75;49;99;
256;441;0;0;0;0;0;
257;441;0;0;0;0;0;
259;441;69;75;71;82;80;
260;441;73;79;78;79;86;
262;441;76;69;70;78;81;
266;441;63;76;1;40;81;
267;441;15;70;76;71;81;
268;441;70;74;76;83;81;
271;441;81;82;1;60;85;
277;441;71;65;77;6;72;
285;441;84;68;72;5;90;
298;441;0;0;0;0;80;
300;441;0;0;0;0;60;
304;441;0;0;0;0;20;
305;441;70;7;78;75;92;
308;441;0;0;0;0;70;
312;441;0;0;0;0;20;
313;441;0;0;0;0;70;
314;441;73;79;79;30;79;
322;441;77;80;82;90;91;
323;441;72;78;83;25;91;
334;441;65;97;25;36;91;
340;441;9;84;71;56;93;
342;441;78;93;84;26;72;
345;441;7;70;97;39;81;
346;441;3;71;89;93;82;
350;441;0;0;0;0;0;
354;441;48;72;84;29;89;
355;441;37;68;74;59;79;
356;441;71;82;84;74;71;
360;441;0;0;0;0;70;
366;441;0;0;0;0;70;
367;441;15;83;32;8;99;
370;441;72;77;71;45;73;
372;441;90;79;73;90;83;
375;441;68;80;74;35;90;
377;441;86;78;80;3;76;
380;441;62;47;90;24;78;
381;441;72;89;70;55;76;
383;441;87;78;76;18;79;
386;441;0;0;0;0;60;
387;441;82;72;1;14;87;
388;441;72;70;78;65;81;
390;441;81;77;14;32;94;
391;441;90;77;85;12;86;
393;441;67;88;76;71;80;
396;441;66;4;11;31;87;
405;441;89;74;87;80;81;
406;441;77;84;93;62;86;
411;441;82;68;73;97;93;
414;441;83;78;86;4;82;
415;441;6;78;43;97;87;
437;441;60;68;74;28;76;
637;441;75;66;65;50;71;
690;441;74;74;73;72;78;
723;441;0;0;0;0;0;
728;441;75;76;75;91;76;
732;441;75;69;79;64;77;
808;441;76;73;71;62;72;
809;441;79;79;78;51;79;
819;441;78;73;74;76;76;
905;441;71;73;78;52;75;
953;441;79;67;72;62;77;
972;441;74;77;75;60;71;
56;442;78;73;77;3;79;
114;442;74;73;79;47;77;
250;442;75;78;73;52;71;
252;442;85;88;92;40;96;
254;442;0;0;0;0;70;
256;442;66;89;71;65;95;
257;442;59;68;74;72;90;
258;442;13;82;37;69;99;
261;442;72;82;8;30;83;
262;442;81;88;4;41;88;
263;442;96;75;4;2;87;
264;442;70;78;27;97;94;
266;442;16;83;79;56;86;
268;442;87;77;31;64;80;
270;442;75;78;73;57;78;
272;442;68;78;67;44;89;
277;442;0;0;0;0;10;
290;442;78;85;96;88;2;
291;442;89;71;18;2;20;
293;442;92;66;76;70;2;
294;442;63;56;9;91;27;
302;442;70;63;74;32;77;
308;442;0;0;0;0;70;
318;442;0;0;0;0;70;
332;442;93;86;64;24;98;
333;442;94;86;65;94;80;
341;442;71;87;84;70;82;
343;442;68;93;75;10;82;
344;442;89;96;79;73;83;
345;442;32;83;89;70;88;
346;442;71;79;96;38;75;
351;442;73;58;85;37;70;
353;442;98;77;4;44;95;
354;442;76;79;8;67;80;
355;442;25;78;94;22;76;
357;442;0;0;0;0;70;
358;442;0;0;0;0;70;
365;442;78;76;74;18;74;
366;442;77;78;76;17;73;
367;442;69;93;76;93;72;
368;442;13;88;69;75;72;
370;442;76;78;80;31;79;
372;442;37;79;86;67;82;
373;442;0;0;0;0;70;
375;442;75;83;89;13;76;
376;442;94;70;6;71;74;
377;442;78;82;16;71;75;
378;442;81;77;4;73;70;
380;442;0;0;0;0;70;
381;442;92;72;77;39;75;
383;442;84;84;66;54;89;
384;442;85;72;9;63;88;
388;442;70;79;71;23;77;
389;442;82;56;77;16;86;
395;442;78;95;80;9;94;
397;442;91;1;82;51;83;
400;442;68;61;76;3;75;
404;442;72;83;43;58;81;
405;442;54;13;85;85;80;
489;442;77;76;75;73;71;
541;442;71;78;76;31;74;
565;442;74;67;79;8;72;
604;442;75;70;74;49;78;
621;442;0;0;0;0;0;
708;442;77;68;76;87;79;
879;442;73;68;66;67;76;
942;442;73;67;74;38;75;
957;442;79;61;68;24;73;
72;443;79;77;68;51;71;
